高幡台団地73号棟裁判、和解で決着しました,2013-12-25,2013年12月25日、東京高等裁判所で争われていた高幡台団地73号棟裁判が和解で決着をしました。取り急ぎの報告です。
最新作『踊る善福寺』、西荻窪で上映されます！,2013-12-08,"2013年12月21日（土）、杉並区西荻窪の「かがやき亭」にて、『踊る善福寺』の上映会があります。上映後は、エイガの出演者の一人であり、102才伝説のコーヒー豆卸・安藤久蔵さんによりコーヒーが振舞われるという、超スペシャルな企画です！　是非いらしてください。詳細は<a href=""http://petiteadventurefilms.com/screenings.php"" target=""_blank"">こちら</a>です。"
「木田さんと原発」、三鷹いのちと平和映画祭で上映されます！,2013-11-27,"2013年11月30日（土）＆12月1日（日）、三鷹いのちと平和映画祭で「木田さんと原発、そして日本」が上映されます。11月30日は前編、12月1日は後編を上映。12月1日は17:30～のパネルディスカッションに監督も参加します。是非いらしてください！　詳しくは<a href=""http://www.petiteadventurefilms.com/screenings.php"" target=""_blank"">こちら</a>をご覧ください。"
「さようならUR」、多摩ニュータウン学会で上映されます！,2013-11-22,"2013年11月30日（土）、八王子市生涯学習センター南大沢分館にて、「さようならUR」の上映と討論会が開催されます。主催は多摩ニュータウン学会です。一体どんな白熱した議論が出てくるか、乞うご期待？！　皆様のお越しをお待ちしております。詳しくは<a href=""http://petiteadventurefilms.com/screenings.php"" target=""_blank"">こちら</a>をご覧ください。"
「木田さんと原発」DVD完成記念上映＆木田節子さんとのトーク！,2013-11-15,"2013年12月11日（水）、渋谷UPLINKにて、「木田さんと原発、そして日本」DVD完成記念上映を行います。当日は、上映のあと、木田節子さんと監督によるトークも予定しています。ぜひいらしてください！　詳しくは<a href=""http://petiteadventurefilms.com/screenings.php"" target=""_blank"">こちら</a>をご覧ください。"
最新作「踊る善福寺」、トロールの森でプレミア上映！,2013-11-14,"2013年11月17日（日）、杉並区善福寺で制作した「踊る善福寺」が、「トロールの森」イベントの一環として桃井第四小学校（杉並区善福寺）で初上映されます。ビデオワークショップ参加者の作品、「トロールの森」参加アーティストの作品もあわせて上映されます。当日は私も会場にいます。ぜひいらしてください！　詳しくは<a href=""http://www.petiteadventurefilms.com/screenings.php"" target=""_blank"">こちら</a>をご覧ください。"
「さようならUR」、大阪・千里ニュータウンプラザで上映されます！,2013-10-27,"2013年11月9日（土）、大阪・千里ニュータウンプラザにて、「さようならUR」の上映会があります。主催はNPOタケミ、入場料は無料です。上映の後には懇談の時間もあります。大阪近辺にお住まいの皆様、ぜひお越しください！　詳細は<a href=""http://petiteadventurefilms.com/screenings.php"" target=""_blank"">こちら</a>をご覧ください。"
「乙女ハウス」、「女性映像フェア in 横浜」で上映されます！,2013-10-18,"2013年11月22日、「乙女ハウス」が男女共同参画センター横浜（フォーラム）で開催される、「女性映像フェア in 横浜」で上映されます！　女性映像作家が「わたし」や「わたしたち」の身近な題材をとらえたドキュメンタリー4作品を、2日間に渡って上映するこの映像祭は、今回が記念すべき第1回目！　上映当日は、「乙女ハウス」元主宰者の千野紀美子さんと監督によるトークもあります。ぜひいらしてください。詳しくは<a href=""http://www.petiteadventurefilms.com/screenings.php"" target=""_blank"">こちら</a>をご覧ください。"
「木田さんと原発、そして日本」、名古屋で上映されます！,2013-10-18,"2013年11月9日（土）、「木田さんと原発、そして日本」（前編＆後編）が、ウィルあいち（名古屋）で上映されます。当日は上映の後、監督トークもあります。中部方面の方、ぜひいらしてください！　詳しくは<a href=""http://www.petiteadventurefilms.com/screenings.php"" target=""_blank"">こちら</a>をご覧ください。"
「さようならUR」、スカパー！シネマアワー THE PRIZEで放映されます！,2013-09-23,"2013年10月4日（金）、12日（土）、13日（日）、「スカパー！シネマアワー THE PRIZE」で、「さようならUR」が放映されます。TV初放映です。映画の最後には、高幡台団地73号棟住民の村田栄法さんと中川京子さんから、視聴者の皆様に向けてのビデオメッセージも放映されます。是非ご覧ください。放映について詳しくは<a href=""http://www.sukachan.com/movie/page/001891.html"" target=""_blank"">こちら</a>。"
「乙女ハウス」DVD販売開始しました！,2013-09-20,"全国で増える空家。一方で家がない若者たち。全国で起きているこの問題に、ユニークな視点で取り組んだ「乙女ハウス」。この「乙女ハウス」関係者に取材したDVDがついに販売を開始しました！　DVDご購入の方には、「乙女ハウス」を舞台にした、豪華フルカラーの漫画本プレゼント付き！　映画について詳しくは<a href=""http://brianandco.cocolog-nifty.com/blog/2013/08/post-7f8f.html"" target=""_blank"">こちら</a>をご覧ください。ご購入は<a href=""http://www.petiteadventurefilms.com/online_shop.php"" target=""_blank"">こちら</a>より。"
高幡台団地73号棟裁判、高裁裁判傍聴のお願い！,2013-09-18,現在、高裁で争われている高幡台団地73号棟裁判。次回の裁判日程は、2013年10月2日（水）14:00～ 東京高等裁判所 424号法廷となります。多くの皆さまの傍聴をお願いします！
「さようならUR」、日暮里で上映されます！,2013-08-27,"2013年10月20日（日）、日暮里のもんじゃ焼き大和にて、「さようならUR」が上映されます。主催は<a href=""http://www.rr.iij4u.or.jp/~mokele/"" target=""_blank"">モケレンベンベ・プロジェクト</a>。当日は監督も参加します！　詳しくは<a href=""http://www.petiteadventurefilms.com/screenings.php"" target=""_blank"">こちら</a>をご覧ください。"
「乙女ハウス」プレミアム上映会＠名古屋！,2013-08-23,"2013年9月2日（月）、名古屋市教育会館にて、「乙女ハウス」のプレミアム上映をします！　この作品は、横浜に実在した「乙女ハウス」関係者に取材をし、現代社会の“住”について、その問題とこれからの可能性を探ったインタビュー作品です。なんと初上映！　上映のあとには、監督を囲む座談会も予定されています。名古屋方面の方は、是非いらしてください。（東京では9月末頃に完成披露上映会を計画中です、もうしばらくお待ちください）。詳しくは<a href=""http://www.petiteadventurefilms.com/screenings.php"" target=""_blank"">こちら</a>をご覧ください。"
「ブライアンと仲間たち」、名古屋市で上映されます！,2013-08-01,"2013年8月30日（金）、文化のみち橦木館（名古屋市）にて、「ブライアンと仲間たち」が上映されます。上映後には監督と、名古屋在住の映画評論家・高野史枝さんによるトークがあります。詳しくは<a href=""http://www.petiteadventurefilms.com/screenings.php"" target=""_blank"">こちら</a>をご覧ください。"
「さようならUR」、山形ドキュメンタリーフィルムライブラリーで上映されます！,2013-07-28,"2013年8月22日（木）、山形ドキュメンタリーフィルムライブラリー（山形市）にて、「さようならUR」が上映されます。上映は14:00～と19:00～の2回。各回とも、上映後に監督トークがあります。詳しくはこちらをご覧ください。「山形映画祭2013をさらに楽しむために…」という今回の上映、お近くの方は是非いらしてください！　詳しくは<a href=""http://www.petite.com"" target=""_blank"">こちら</a>をご覧ください。"
「さようならUR」、日仏会館イベントで上映されます！,2013-06-06,"2013年7月6日（土）、東京・恵比寿の日仏会館・フランス国立日本研究センターにて行われるイベント内で、「さようならUR」が上映されます。イベントのテーマは「住宅政策の新たな挑戦～貧困化、高齢化と移民の社会にどう応えるか？」。日仏それぞれの問題を、映画や研究者によるラウンドテーブルなどを通して考える…という非常に興味深いイベントです！　詳しくは<a href=""http://www.mfj.gr.jp/agenda/2013/07/06/index_ja.php"" target=""_blank"">こちら</a>をご覧ください。"
「ブライアンと仲間たち」、ブライアンの命日にあわせた上映会があります！,2013-06-02,"2013年6月18日（火）、東京・三軒茶屋のふろむあーすカフェ・オハナで、「ブライアンと仲間たち」の上映があります。2年前の6月18日、62歳の若さで亡くなったブライアン。彼の命日にあわせた上映会です。当日は、映画の上映に加え、この4～5月にかけて再びパーラメント・スクエアを訪れた監督の、現地最新報告を写真なども交えながらお話します。ぜひいらしてください！　詳しくは<a href=""http://www.petiteadventurefilms.com/screenings.php"" target=""_blank"">こちら</a>をご覧ください。"
「さようならUR」、大邱社会福祉映画祭（韓国・テグ）で上映されます！,2013-05-13,"2013年5月29日～6月2日に開催される、韓国・テグ市の「大邱社会福祉映画祭」で、「さようならUR」が上映されます。2010年から毎年開催されているこの映画祭は、貧困、住宅、医療、労働、教育、家族問題など様々な福祉関連の問題を、映画を通して考えることを提案しています。「さようならUR」の上映は5月30日（木）と6月1日（土）。韓国語＆英語字幕版で上映されますので、テグ市近郊にお知り合いのいらっしゃる方は、是非お知らせください。詳しくは<a href=""http://www.petiteadventurefilms.com/screenings.php"" target=""_blank"">こちら</a>をご覧ください。"
高幡台団地73号棟裁判、地裁判決が出ました！,2013-04-02,"2013年3月28日、東京地裁立川支部にて、三村晶子裁判長より判決の言い渡しがありました。結果は、URの主張を全面的に認めた、非常に厳しい内容でした。詳しくは<a href=""http://www.yomiuri.co.jp/e-japan/tokyotama/news/20130329-OYT8T00093.htm"" target=""_blank"">こちら</a>の新聞報道をご覧ください。引き続き裁判へのご注目＆ご支援をお願いいたします。"
インターネットTV番組『天真爛漫系映画革命エイガ部』で「解説編」が紹介されました！,2013-03-15,"江戸川チョヲイチロウさんと上村民輝さんがMCを務める”映画バラエティー”番組、『天真爛漫系映画革命エイガ部』で、2月に「さようならUR・紹介編」を放送していただきましたが、引き続いて「解説編」動画が紹介されました。「解説編」動画（14分38秒）は<a href=""http://youtu.be/lHJBAwTeaos"" target=""_blank"">こちら</a>よりご覧いただけます。ぜひご覧ください！"
「さようならUR」、ソウル・インディペンデント・ドキュメンタリー映画祭で上映されます！,2013-03-07,"2013年3月24日（日）&26日（火）、韓国・ソウルのソウル・インディペンデント・ドキュメンタリー映画祭（SIDOF）にて、「さようならUR」が上映されます。韓国では、昨年のソウル国際女性映画祭に続く、二度目の上映で、英語と韓国語の字幕つきで上映されます。ソウル近辺にお友達のいらっしゃる方は、是非お知らせください。詳しくは<a href=""http://www.petiteadventurefilms.com/screenings.php"" target=""_blank"">こちら</a>をご覧ください。"
「さようならUR」、「子供問題研究会」で上映されます！,2013-03-01,"2013年3月30日（土）、東京・北区の「北区滝野川会館」にて、「子供問題研究会・春の討論集会」の一部として、「さようならUR」が上映されます。当日は映画上映のあと、「映画を観て語り合う～畦地豊彦さんを偲びつつ、『さようならUR』を観ながら「団地で暮らす」ことを語り合う～」として、子供問題研究会の篠原睦治さん、73号棟住民でもある畦地笙子さん、早川由美子による対談があります。どなたでも参加出来ます。詳しくは<a href=""http://www.petiteadventurefilms.com/screenings.php"" target=""_blank"">こちら</a>をご覧ください。"
インターネットTV番組『天真爛漫系映画革命エイガ部』で紹介されました！,2013-02-10,"江戸川チョヲイチロウさんと上村民輝さんがMCを務める”映画バラエティー”番組、『天真爛漫系映画革命エイガ部』で、「さようならUR」を紹介していただきました。「紹介編」動画（14分50秒）は<a href=""http://youtu.be/jD6xbRrhrIs"" target=""_blank"">こちら</a>よりご覧いただけます。ぜひご覧ください！"
「さようならUR」、「居住福祉ネットワーク東海」設立記念集会で上映されます！,2013-02-05,"2013年3月20日（水・祝）、名古屋市の中京大学にて、「居住福祉ネットワーク東海」設立記念集会の一部として、「さようならUR」が上映されます。当日は、13:30～の第一部で映画上映、第二部は「居住福祉ネットワーク東海」設立の会（設立の趣意、参加者の紹介など）という構成になっています（終了予定時刻17:00）。中部方面の方は、是非ご参加ください！　詳しくは<a href=""http://www.petiteadventurefilms.com/screenings.php"" target=""_blank"">こちら</a>をご覧ください。"
大阪YWCAニュースレターにインタビューが掲載されました！,2013-02-04,"大阪YWCAのニュースレター（2013年2月・特別号）に、監督インタビューが掲載されました。記事は<a href=""http://osaka.ywca.or.jp/about/letter1302s.html"" target=""_blank"">こちら</a>よりご覧いただけます。また、インタビューの全文は<a href=""http://osaka.ywca.or.jp/about/letter1302s-all.html"" target=""_blank"">こちら</a>に掲載されています。"
高幡台団地73号棟裁判、判決は3月28日に！,2013-01-24,2011年3月から始まった高幡台団地73号棟裁判ですが、いよいよ3月28日（木）13:10～、東京地裁立川支部にて判決が言い渡されることになりました。多くの皆さまの傍聴応援をよろしくお願いします！
英字フリーペーパー『Metropolis』にインタビューが掲載されました！,2013-01-18,"英語のフリーペーパーとして、日本最大の発行部数を誇る『<a href=""http://www.petite.com"" target=""_blank"">Metropolis</a>』（メトロポリス）に、インタビューが掲載されました。メトロポリスは東京都内を中心に配布されています。（配布先一覧は<a href=""http://metropolis.co.jp/distribution/"" target=""_blank"">こちら</a>）インタビュー記事はインターネットでもご覧いただけます。（ネット上の記事は<a href=""http://metropolis.co.jp/features/feature/under-the-radar/"" target=""_blank"">こちら</a>。私のインタビューは2ページ目です）"
住民の会ホームページがオープンしました！,2013-01-01,"「高幡台団地73号棟に住み続けたい住民の会」のホームページが開設しました。これまでの活動、この問題の背景、そして住民の皆さんのお人柄までが分かってしまうこのサイト、ぜひアクセスしてくださいね。サイトは<a href=""http://takahatadai73.com/"" target=""_blank"">こちら</a>です。デザインは、イ・ウンジュさん。見た目はポップ＆カラフルなのに、内容は骨太という、贅沢なホームページを作ってくれました！"
「さようならUR」、DVD販売開始しました！,2012-12-31,"「さようならUR」、映画本編に5本の豪華特典映像を加えたDVDが、ついに販売開始となりました！　ぜひお買い求めください！！　豪華特典映像の詳細は<a href=""http://brianandco.cocolog-nifty.com/blog/2012/09/jp-urdvd-bfba.html"" target=""_blank"">こちら</a>をご覧ください。ご購入は<a href=""http://www.petiteadventurefilms.com/online_shop.php"" target=""_blank"">こちら</a>から。"
新作動画『木田さんと原発、そして日本』をネット公開しました！,2012-12-13,"震災前、福島県双葉郡富岡町で暮らしていた木田節子さんが、原発に近い場所に家を建てた当時のこと、原発関連企業で働く息子のこと、震災を機に変わった夫との関係、避難民­になって思うこの「日本」という国について語ります。動画は<a href=""http://youtu.be/bVUlR0r1rS0"" target=""_blank"">こちら</a>。是非ご覧ください。"
「さようならUR」、渋谷UPLINKで上映します！,2012-12-08,"2012年12月19日（水）14:00～、渋谷のUPLINKで今年最後の「さようならUR」上映です！　上映終了後にトークあり。トークゲストは本田孝義監督（『モバイルハウスのつくりかた』）。""家""をキーワードに映画を作った監督同士でトークをします。ぜひいらしてください！"
高幡台団地73号棟裁判、次回は1月24日（木）に,2012-12-04,高幡台団地73号棟の裁判、次回の日程は来年の1月24日（木）11:00～です。場所は東京地裁立川支部。ぜひ傍聴参加をお願いします！（※当初の日程12月13日から変更になりました。ご注意ください）
「ブライアンと仲間たち」、経産省前テントひろばで上映します！,2012-11-21,"「ブライアンと仲間たち」が、2012年12月2日（日）17:00～、経産省前テントひろば・第2テントで上映されます。主催は「原発いらない女たちのテントひろば」。上映後には同会場にてお話・交流会もあります。防寒対策の上、ぜひいらしてください！　詳しくは<a href=""http://petiteadventurefilms.com/screenings.php"" target=""_blank"">こちら</a>をご覧ください。"
「さようならUR」、岡山映画祭で上映します！,2012-10-27,"「さようならUR」、2012年11月18日（日）と24日（土）、岡山映画祭にて上映されます。18日の上映当日は監督による舞台挨拶もあります。詳しくは<a href=""http://www.petiteadventurefilms.com/screenings.php"" target=""_blank"">こちら</a>をご覧ください。"
しんぶん赤旗にインタビューが掲載されました！,2012-10-15,"2012年10月8日発行のしんぶん赤旗「ゆうPRESS」欄に、インタビューが掲載されました。記事は<a href=""http://brianandco.cocolog-nifty.com/blog/2012/10/jp-press-fd6c.html"" target=""_blank"">こちら</a>よりご覧いただけます。"
JCJジャーナリスト講座で講師を務めます！,2012-10-10,"2012年10月28日（日）13:30～、日本ジャーナリスト会議（JCJ）が主催するJCJジャーナリスト講座にて、ドキュメンタリー映像の講師を務めます。約100分、ドキュメンタリーについて映像もふんだんに用いながらお話します。同日、前半のプログラムは東京新聞・野呂法夫デスクによる「脱原発報道で『こちら特報部』の果たした役割」。ご興味のある方は是非！　詳しくは<a href=""http://www.petiteadventurefilms.com/screenings.php"" target=""_blank"">こちら</a>をご覧ください。"
9・13裁判の報告集会開催決定！,2012-10-08,"9月13日に行われた、高幡台団地73号棟裁判の証人尋問。東京地裁立川支部の大法廷は終日ほぼ満席で、関心の高さが伺えました。裁判の経過と今後の展望等について、弁護団より報告します。10月28日（日）14:00～、場所は日野中央福祉センターです。詳しくは<a href=""http://www.petiteadventurefilms.com/screenings.php"" target=""_blank"">こちら</a>をご覧ください。"
「さようならUR」、日野市・七生公会堂で上映されます！,2012-08-16,"「さようならUR」が2012年9月1日（土）、東京・日野市の七生公会堂にて上映されます。上映後は監督による舞台挨拶もあります。詳しくは<a href=""http://www.petiteadventurefilms.com/screenings.php"" target=""_blank"">こちら</a>をご覧ください。"
高幡台団地73号棟裁判、証人尋問9月13日（木）に決定！,2012-08-01,2011年3月より始まった高幡台団地73号棟裁判。いよいよ証人尋問が2012年9月13日（木）10:00～に東京地方裁判所・立川支部101号法廷（東京都立川市緑町10番地の4、多摩都市モノレール「高松駅」下車徒歩約5分）で行われます。証人尋問は終日で、73号棟住民の尋問は午後の予定です。ぜひ多くの皆様の傍聴参加をお願いします！
「さようならUR」、オーディトリウム渋谷、ポレポレ東中野で各1回上映されます！,2012-07-22,"昨年の山形ドキュメンタリー映画祭の東京巡回上映、「<a href=""http://www.cinematrix.jp/dds2012/"" target=""_blank"">ドキュメンタリー・ドリーム・ショー2012</a>」で、「さようならUR」がオーディトリウム渋谷（8月26日15:00～）、ポレポレ東中野（9月14日12:30～）で各1回上映されます。この機会に是非、映画館の大きなスクリーンで「さようならUR」をご覧ください！　各上映後、監督舞台挨拶があります。詳しくは<a href=""http://www.petiteadventurefilms.com/screenings.php"" target=""_blank"">こちら</a>をご覧ください。"
「さようならUR」、東京・八王子にて上映されます！,2012-07-16,"「さようならUR」が、2012年7月24日（火）、東京・八王子市の横山南市民センターにて上映されます。主催は「反貧困ネットワーク八王子」です。当日は監督も来場します。ぜひいらしてください。詳細は<a href=""http://www.petiteadventurefilms.com/screenings.php"" target=""_blank"">こちら</a>をご覧ください。"
「さようならUR」、大阪「阿倍野長屋」にて上映されます！,2012-07-06,"「さようならUR」が、2012年7月25日（水）、大阪市のレンタルスペース「阿倍野長屋」にて上映されます。ぜひいらしてください。詳細は<a href=""http://www.petiteadventurefilms.com/screenings.php"" target=""_blank"">こちら</a>をご覧ください。"
「さようならUR」、UR高島平団地集会所にて上映されます！,2012-07-04,"「さようならUR」が、2012年7月29日（日）、東京・板橋区のUR高島平2丁目団地32－2集会所にて上映されます。主催は「高島平ドキュメンタリー映画を見る会」です。当日は監督も来場します。高島平団地住民以外の方も参加できます。ぜひいらしてください。詳細は<a href=""http://www.petiteadventurefilms.com/screenings.php"" target=""_blank"">こちら</a>をご覧ください。"
ウェブマガジン「キネプレ」で「さようならUR」が紹介されました！,2012-07-02,"関西方面の上映やイベント情報が充実している、ウェブマガジン「キネプレ」で「さようならUR」が紹介されました！　シネ・ヌーヴォX公開初日、編集長の森田和幸さんにインタビューをしていただきました。記事は<a href=""http://www.cinepre.biz/?p=990"" target=""_blank"">こちら</a>よりご覧いただけます。"
「さようならUR」、シネ・ヌーヴォX（大阪）にて公開されます！,2012-06-23,"2012年6月23日（土）～7月6日（金）、大阪のシネ・ヌーヴォにて「さようならUR」が上映されます。公開初日から数日間、監督も大阪に伺う予定です！　詳しくは<a href=""http://www.petiteadventurefilms.com/screenings.php"" target=""_blank"">こちら</a>をご覧ください。"
FM千里に出演します！,2012-06-18,"2012年6月23日（土）、大阪のローカルラジオ・FM千里（83.7MHz）に出演します。15:00～の「映画の森」という番組で、ナビゲーターは林ひろこさん。FM千里は、全国どこでもインターネットで生中継が視聴できますので、ぜひお聞きくださいね！　視聴方法は <a href=""http://info-fm.sakura.ne.jp/blog/?page_id=3546"" target=""_blank"">こちら</a>をご覧ください。"
「さようならUR」、東京・三鷹市にて上映されます！,2012-06-11,"「さようならUR」が、2012年6月30日（土）、東京・三鷹市の明星学園・高校会議室にて上映されます。主催は「社会科サークル」です。上映後には監督トークも予定されています。ぜひいらしてください。詳細は<a href=""http://www.petiteadventurefilms.com/screenings.php"" target=""_blank"">こちら</a>をご覧ください。"
「さようならUR」、渋谷女性センターアイリスにて上映されます！,2012-06-07,"「さようならUR」が、2012年7月21日（土）、渋谷女性センターアイリスにて上映されます。主催は「映像女性学の会」です。上映後には監督トークも予定されています。ぜひいらしてください。詳細は<a href=""http://www.petiteadventurefilms.com/screenings.php"" target=""_blank"">こちら</a>をご覧ください。"
韓国MBCストライキ、記者・金至京さんインタビュー動画をアップしました！,2012-05-23,"2012年1月30日より、韓国の公営放送局・MBCの労働者たちは、公正な報道や社長の退陣を求め、全面ストライキを行っています。李明博政権以降、政権は既存の放送局に­政府系の人物を送り込んで放送を掌握し、政権に不利な情報の報道が阻止されているからだといいます。ストライキに参加するMBCの記者、金至京（キム・ジギョン）さんにインタビューを行い、<a href=""http://youtu.be/ndxSOh2dc1E"" target=""_blank"">動画</a>を公開しました。ぜひご覧ください。"
ブライアン追悼上映、各地の上映会情報を更新しました！,2012-05-18,"2011年6月18日に亡くなったブライアンを偲んで、各地で追悼上映会が開催されます。追悼上映では、「ブライアンと仲間たち」本編のほか、会場によっては特別映像や監督トークなども予定されています。<br/> 6月9日（土）18:30～東京・小金井<br/> 6月16日（土）18:00～東京・千代田区<br/> 6月18日（月）ブライアンの命日：19:00～東京・世田谷区<br/> 6月24日（日）12:30～愛知・名古屋<br/> 7月14日（土）19:00～福岡・福岡市<br/> 各上映会について詳しくは<a href=""http://www.petiteadventurefilms.com/screenings.php"" target=""_blank"">こちら</a>をご覧ください。"
[追悼上映]「ブライアンと仲間たち」、東京・小金井市にて上映されます！,2012-05-15,"2012年6月9日（土）18:30～、東京の小金井市公民館本館にて「ブライアンと仲間たち」が追悼上映されます。当日は、『ブライアンと仲間たち』本編（2009年制作、97分）の他、日本の観客に向けたブライアンからのビデオメッセージ（2009年制作、6分30秒）、『Brian』（2012年制作、15分）も上映されます。上映後には監督トークもあります。詳しくは<a href=""http://www.petiteadventurefilms.com/screenings.php"" target=""_blank"">こちら</a>をご覧ください。"
[追悼上映]「ブライアンと仲間たち」、space & gallery rikka（愛知・名古屋）にて上映されます！,2012-04-30,"2012年6月24日（日）13:00～、space & gallery rikka（愛知・名古屋）にて「ブライアンと仲間たち」が追悼上映されます。当日は、『ブライアンと仲間たち』（13:15～）の他、日本の観客に向けたブライアンからのビデオメッセージ（2009年制作、13:00～）、『Brian』（2012年制作、15:30～）も上映されます。詳しくは<a href=""http://www.petiteadventurefilms.com/screenings.php"" target=""_blank"">こちら</a>をご覧ください。"
ゲストトーク出演情報：5月5日（土）映画『渋谷ブランニューデイズ』,2012-04-29,"2012年5月5日（土）12:30～、渋谷のアップリンクXで公開中のドキュメンタリー映画『渋谷ブランニューデイズ』、上映後のゲストトークに出演します。映画の公式ウェブサイトは<a href=""http://www.shibu-bra.jp/"" target=""_blank"">こちら</a>をご覧ください。住宅の貧困問題当事者でもある映画監督として、住まいについては世の中に物申したいことが沢山あるので（笑）、この日は思う存分話してくるつもりです！　お時間のある方はぜひいらしてくださいね！"
ゲストトーク出演情報：5月6日（日）写真家・山本英夫さん写真展『沖縄 基地の重圧をゆるがす』,2012-04-29,"2012年5月6日（日）16:00～、東中野のパオ・ギャラリーで開催される、写真家・山本英夫さん写真展『沖縄 基地の重圧をゆるがす』のゲストトークに出演します。写真展について詳しくは<a href=""http://www.paoco.jp/sfs6_diary03/sfs6_diary/index.html"" target=""_blank"">こちら</a>をご覧ください。お時間のある方はぜひいらしてください！"
「さようならUR」、文京区民センターにて上映されます！,2012-04-17,"2012年5月25日（金）18:30～、文京区民センターにて「さようならUR」が上映されます。主催は平権懇(平和に生きる権利の確立をめざす懇談会)。上映のあとに監督トークもあります。詳しくは<a href=""http://www.petiteadventurefilms.com/screenings.php"" target=""_blank"">こちら</a>をご覧ください。"
「棲」（すみか）に「さようならUR」が掲載されました！,2012-04-16,"なごや発！等身大の暮らし提案誌、<a href=""http://jiyukukan.net/index.html"" target=""_blank"">「棲」</a>（すみか）の第06号（2012年春夏）で、「さようならUR」が紹介されています！　詳しくは<a href=""http://brianandco.cocolog-nifty.com/blog/2012/04/jp-06ur-de52.html"" target=""_blank"">こちら</a>をご覧ください。"
「さようならUR」、2012年「住まいは人権デー」映画祭にて上映されます！,2012-04-12,"「さようならUR」が、2012年6月10日（日）、2012年「住まいは人権デー」映画祭にて上映されます。1996年6月、トルコのイスタンブールで第2回国連人権居住会議が開催され、最終日の6月14日に「居住の権利は基本的人権」であることが世界各国の合意で宣言されました。そのことから、これまで6月14日を「住まいは人権デー」として、様々な活動が行われてきましたが、今年は「住まいは人権デー」映画祭として、住まいに関する映画、映像、パネルディスカッションなどが開催されます。詳細は<a href=""http://www.petiteadventurefilms.com/screenings.php"" target=""_blank"">こちら</a>をご覧ください。"
「さようならUR」、第14回ソウル国際女性映画祭にて上映されます！,2012-04-07,"2012年4月19日から開催される、第14回ソウル国際女性映画祭「Asian Spectrum: Japanese Cinema 1955x2012 - Eternal Breast」プログラムで、「さようならUR」が上映されます！　上映は4月22日（日）11:00～と20:00～の2回。映画は英語＆韓国語字幕付きで上映され、11:00～の回の上映後には監督質疑応答も予定されています。もし韓国にお友達＆お知り合いがいらっしゃる方は、上映会のことをお知らせいただけたらうれしいです！　詳しくは<a href=""http://www.petiteadventurefilms.com/screenings.php"" target=""_blank"">こちら</a>をご覧ください。"
婦民新聞にインタビューが掲載されました！,2012-04-03,"2012年3月30日発行の婦民新聞「こんにちは」欄に、インタビューが掲載されました。記事は<a href=""http://brianandco.cocolog-nifty.com/blog/2012/04/jp-8f6b.html"" target=""_blank"">こちら</a>よりご覧いただけます。"
JCJ機関紙「ジャーナリスト」に「さようならUR」上映会のレポートが掲載されました！,2012-02-26,"JCJ（日本ジャーナリスト会議）機関紙「ジャーナリスト」（第647号）に、JCJミニシンポ・「さようならUR」上映会（1月23日築地社会教育会館）のレポートが掲載されています。記事は<a href=""http://brianandco.cocolog-nifty.com/blog/2012/02/jp-jcj-fc1e.html"" target=""_blank"">こちら</a>よりご覧いただけます。"
DOCLAB2010コレクション、「路地と人」で上映されます！,2012-02-21,"2012年3月3日（土）、ベトナムのインディペンデント・メディアセンターDOCLABの、2010年のコレクション9作品が神田神保町の「路地と人」にて上映されます。昼の部（13:00~17:00）、夜の部（18:00~21:30）の合計2回。夜の部では、上映の後にDOCLAB創設者のグエン・チン・ティさんとスカイプでつなぎ、ディスカッションを予定しています。詳しくは<a href=""http://www.petiteadventurefilms.com/screenings.php"" target=""_blank"">こちら</a>をご覧ください。"
「ブライアンと仲間たち」、とも企画設計（渋谷）で上映します！,2012-02-08,"「ブライアンと仲間たち」、2012年2月28日（火）、渋谷区代々木のとも企画設計にて上映されます。当日は監督挨拶もあります。今年初めての「ブライアンと仲間たち」上映会、ぜひいらしてください。詳しくは<a href=""http://www.petiteadventurefilms.com/screenings.php"" target=""_blank"">こちら</a>をご覧ください。"
『空っ風』映画上映会中止、中村葉子監督による講演会に変更,2012-01-27,"1月29日（日）に予定されていた『空っ風』の上映会を中止し、中村葉子監督による講演会に変更させていただくことになりました。日野市中央公民館・高幡台分室にて14:00～より行います（カンパ制）。直前の変更、大変申し訳ありません。経緯については<a href=""http://brianandco.cocolog-nifty.com/blog/2012/01/jp-8d3c.html"" target=""_blank"">こちら</a>をご覧ください。"
映画「空っ風」、東京追加上映決定しました！,2012-01-24,"大阪・千里ニュータウンの建替え問題を取材したドキュメンタリー映画、「空っ風」（からっかぜ）、2012年1月30日（月）20:00～、新宿の<a href=""http://cafelavanderia.blogspot.com/"" target=""_blank"">カフェ☆ラヴァンデリア</a>にて追加上映されることになりました！　中村葉子監督も来場します。但、「シネマdeねこちゃん」というイベント枠のため、猫が苦手、もしくは猫アレルギーなど体質的に厳しい方はその点ご留意ください。主催：シネマdeねこちゃん（入場無料、ワンドリンクオーダー制、監督へのカンパ歓迎）<br/> ※イベント内容に変更が入る可能性があります。直接会場へお問い合わせください。"
